citation_date__c,citation_hour__c,citation_number__c,citation_time__c,court_address__c,court_date__c,court_hour__c,court_location__c,court_time__c,Court__c,date_of_birth__c,defendant_address__c,defendant_city__c,defendant_state__c,DefendentID__c,drivers_license_number__c,first_name__c,Id,last_name__c,REC_ID__c,Name
1/4/2015,AM,756675266,2:02,1320 W. Lockwood Avenue,11/2/2015,PM,OAKLAND,12:31,a03i000000OQssTAAT,1/23/1969,69759 Dovetail Street,UPLANDS PARK,MO,a04i000000h8NHJAA2,B028316806,Kathleen,a02i000000c3ysnAAA,Diaz,841,OAKLAND - 756675266 - 42008
7/17/2015,AM,245115191,2:18,1414 Evergreen,11/1/2015,PM,WELLSTON,12:47,a03i000000OQsstAAD,3/28/1958,2 Daystar Road,BERKELEY,MO,a04i000000h8NHZAA2,H935071342,Annie,a02i000000c3ysoAAA,Alexander,857,WELLSTON - 245115191 - 42202
3/1/2015,PM,292905372,2:21,1414 Evergreen,11/4/2015,PM,WELLSTON,12:50,a03i000000OQsstAAD,2/18/1986,5403 Darwin Lane,KINLOCH,MO,a04i000000h8NHcAAM,L279588982,Tina,a02i000000c3yspAAA,Parker,860,WELLSTON - 292905372 - 42064
2/22/2015,AM,533199179,2:59,1414 Evergreen,9/26/2015,PM,WELLSTON,1:29,a03i000000OQsstAAD,11/20/1957,61531 Melody Lane,HAZELWOOD,MO,a04i000000h8NIFAA2,X352147826,Brandon,a02i000000c3ysqAAA,Perez,899,WELLSTON - 533199179 - 42057
4/9/2015,PM,724533226,4:13,1414 Evergreen,9/20/2015,PM,WELLSTON,2:42,a03i000000OQsstAAD,12/30/1993,4 Rutledge Hill,KINLOCH,MO,a04i000000h8NJQAA2,F208879900,Roger,a02i000000c3ysrAAA,Cook,972,WELLSTON - 724533226 - 42103
5/25/2015,AM,23314665,12:05,4 Lockwood Aveue,12/25/2015,PM,WEBSTER GROVES,12:05,a03i000000OQsssAAD,4/10/1992,62819 Jay Way,HILLSDALE,MO,a04i000000h8N3nAAE,A840420280,Lori,a02i000000c3yssAAA,Grant,5,WEBSTER GROVES - 23314665 - 42149
6/24/2015,PM,829873771,12:30,4600 Oakridge Boulevard,11/22/2015,PM,NORTHWOODS,12:30,a03i000000OQssSAAT,4/30/1979,47 Jay Way,FLORDELL HILLS,MO,a04i000000h8N4EAAU,U681077853,Jessica,a02i000000c3ystAAA,Stephens,30,NORTHWOODS - 829873771 - 42179
6/4/2015,AM,589163075,1:47,4600 Oakridge Boulevard,11/9/2015,PM,NORTHWOODS,1:47,a03i000000OQssSAAT,7/20/1951,17912 Gerald Terrace,RIVERVIEW,MO,a04i000000h8N5TAAU,A326414981,Wayne,a02i000000c3ysuAAA,Chapman,107,NORTHWOODS - 589163075 - 42159
6/23/2015,AM,626072508,2:49,4 Lockwood Aveue,11/6/2015,PM,WEBSTER GROVES,2:49,a03i000000OQsssAAD,11/24/1988,5533 Larry Way,OVERLAND,,a04i000000h8N6TAAU,I719574419,Brandon,a02i000000c3ysvAAA,Jacobs,169,WEBSTER GROVES - 626072508 - 42178
1/29/2015,AM,134353215,3:47,4600 Oakridge Boulevard,11/14/2015,PM,NORTHWOODS,3:47,a03i000000OQssSAAT,7/1/1976,,BEVERLY HILLS,MO,a04i000000h8N7PAAU,R254088102,Johnny,a02i000000c3yswAAA,Fuller,227,NORTHWOODS - 134353215 - 42033
1/7/2015,AM,700244171,4:21,4600 Oakridge Boulevard,9/20/2015,PM,NORTHWOODS,4:21,a03i000000OQssSAAT,2/6/1968,05 Upham Lane,ST. ANN,MO,a04i000000h8N7xAAE,C287115392,Tina,a02i000000c3ysxAAA,Grant,261,NORTHWOODS - 700244171 - 42011
7/23/2015,PM,44323747,5:30,4600 Oakridge Boulevard,9/17/2015,PM,NORTHWOODS,1:01,a03i000000OQssSAAT,2/17/1967,03058 Heath Point,SHREWSBURY,MO,a04i000000h8N94AAE,H905816250,Sharon,a02i000000c3ysyAAA,Riley,330,NORTHWOODS - 44323747 - 42208
1/3/2015,AM,815229061,5:35,4 Lockwood Aveue,11/25/2015,PM,WEBSTER GROVES,1:05,a03i000000OQsssAAD,5/11/1981,8474 Algoma Drive,SHREWSBURY,MO,a04i000000h8N99AAE,W841874088,Laura,a02i000000c3yszAAA,Harper,335,WEBSTER GROVES - 815229061 - 42007
8/19/2015,AM,664764216,6:59,4 Lockwood Aveue,10/8/2015,PM,WEBSTER GROVES,2:29,a03i000000OQsssAAD,12/6/1952,2 Basil Junction,PASADENA PARK,MO,a04i000000h8NAVAA2,,Betty,a02i000000c3yt0AAA,Elliott,419,WEBSTER GROVES - 664764216 - 42235
1/14/2015,AM,10460213,7:31,4600 Oakridge Boulevard,11/27/2015,PM,NORTHWOODS,3:01,a03i000000OQssSAAT,5/9/1979,,BERKELEY,MO,a04i000000h8NB1AAM,,Mildred,a02i000000c3yt1AAA,Wilson,451,NORTHWOODS - 10460213 - 42018
3/9/2015,PM,398355398,8:30,4600 Oakridge Boulevard,9/23/2015,PM,NORTHWOODS,4:00,a03i000000OQssSAAT,9/28/1992,97 Raven Alley,MARYLAND HEIGHTS,MO,a04i000000h8NC0AAM,K250527287,Joshua,a02i000000c3yt2AAA,Stanley,510,NORTHWOODS - 398355398 - 42072
3/16/2015,PM,771725629,9:56,4600 Oakridge Boulevard,11/10/2015,PM,NORTHWOODS,12:56,a03i000000OQssSAAT,10/2/1951,61 Debra Crossing,NORTHWOODS,MO,a04i000000h8NDMAA2,A345541104,Timothy,a02i000000c3yt3AAA,Montgomery,596,NORTHWOODS - 771725629 - 42079
6/14/2015,AM,475996271,2:56,6428 Jesse Jackson Avenue,11/30/2015,PM,HILLSDALE,1:25,a03i000000OQssFAAT,6/7/1976,42708 Claremont Alley,CHESTERFIELD,MO,a04i000000h8NIBAA2,J725437242,Dorothy,a02i000000c3yxuAAA,Butler,895,HILLSDALE - 475996271 - 42169
2/1/2015,PM,330703141,3:41,10405 St. Charles Rock Road,11/13/2015,PM,ST. ANN,2:10,a03i000000OQssfAAD,12/20/1962,13804 Becker Junction,CHAMP,MO,a04i000000h8NIuAAM,,Brenda,a02i000000c3yxvAAA,Collins,940,ST. ANN - 330703141 - 42036
2/9/2015,AM,114554852,4:14,10405 St. Charles Rock Road,9/30/2015,PM,ST. ANN,2:43,a03i000000OQssfAAD,2/8/1963,73290 David Road,OLIVETTE,MO,a04i000000h8NJRAA2,W865082955,Deborah,a02i000000c3yxwAAA,Sullivan,973,ST. ANN - 114554852 - 42044
5/25/2015,AM,828997572,4:30,10405 St. Charles Rock Road,12/15/2015,PM,ST. ANN,2:59,a03i000000OQssfAAD,10/16/1993,4341 Hudson Street,BLACK JACK,MO,a04i000000h8NJhAAM,L101401939,Steve,a02i000000c3yxxAAA,Gibson,989,ST. ANN - 828997572 - 42149
2/8/2015,PM,669369002,12:28,415 Elm Grove Lane,11/14/2015,PM,HAZELWOOD,12:28,a03i000000OQssEAAT,3/1/1977,608 Oak Park,PASADENA HILLS,,a04i000000h8N4CAAU,C752351651,George,a02i000000c3yxyAAA,Nguyen,28,HAZELWOOD - 669369002 - 42043
,AM,617035529,1:11,415 Elm Grove Lane,12/21/2015,PM,HAZELWOOD,1:11,a03i000000OQssEAAT,5/16/1995,338 Riverside Court,WINCHESTER,,a04i000000h8N4tAAE,O564114586,Marie,a02i000000c3yxzAAA,Oliver,71,HAZELWOOD - 617035529 -
5/29/2015,AM,518594598,2:01,415 Elm Grove Lane,10/21/2015,PM,HAZELWOOD,2:01,a03i000000OQssEAAT,,33 Kingsford Hill,KIRKWOOD,MO,a04i000000h8N5hAAE,H382349511,Laura,a02i000000c3yy0AAA,White,121,HAZELWOOD - 518594598 - 42153
2/5/2015,PM,846983357,2:14,4400 Shrewsbury Avenue,10/27/2015,PM,SHREWSBURY,2:14,a03i000000OQsseAAD,11/4/1955,199 Sutteridge Place,CLAYTON,,a04i000000h8N5uAAE,U011563356,Jason,a02i000000c3yy1AAA,Cruz,134,SHREWSBURY - 846983357 - 42040
8/11/2015,PM,227924499,2:28,4400 Shrewsbury Avenue,10/7/2015,PM,SHREWSBURY,2:28,a03i000000OQsseAAD,5/29/1973,0 Eggendart Lane,MANCHESTER,MO,a04i000000h8N66AAE,R727617732,Sandra,a02i000000c3yy2AAA,Hunt,148,SHREWSBURY - 227924499 - 42227
3/27/2015,AM,526851317,4:05,415 Elm Grove Lane,12/19/2015,PM,HAZELWOOD,4:05,a03i000000OQssEAAT,10/5/1963,2 Crowley Crossing,TOWN & COUNTRY,MO,a04i000000h8N7hAAE,U370474012,Jean,a02i000000c3yy3AAA,Stephens,245,HAZELWOOD - 526851317 - 42090
8/30/2015,AM,469194572,7:03,415 Elm Grove Lane,11/3/2015,PM,HAZELWOOD,2:33,a03i000000OQssEAAT,11/11/1988,8664 Katie Way,CHARLACK,MO,a04i000000h8NAXAA2,Q278728618,Sean,a02i000000c3yy4AAA,Harper,423,HAZELWOOD - 469194572 - 42246
4/14/2015,PM,380142640,7:56,415 Elm Grove Lane,12/20/2015,PM,HAZELWOOD,3:26,a03i000000OQssEAAT,9/13/1978,752 Meadow Valley Way,MAPLEWOOD,MO,a04i000000h8NBQAA2,,Joshua,a02i000000c3yy5AAA,Mitchell,476,HAZELWOOD - 380142640 - 42108
5/6/2015,AM,185454897,9:03,4400 Shrewsbury Avenue,10/28/2015,PM,SHREWSBURY,12:03,a03i000000OQsseAAD,11/30/1967,848 Harbort Place,RICHMOND HEIGHTS,MO,a04i000000h8NCVAA2,D163133335,Robert,a02i000000c3yy6AAA,Fox,543,SHREWSBURY - 185454897 - 42130
8/4/2015,PM,567265795,10:08,4400 Shrewsbury Avenue,12/24/2015,PM,SHREWSBURY,1:08,a03i000000OQsseAAD,11/30/1993,89 Memorial Place,FLORDELL HILLS,MO,a04i000000h8NDYAA2,S592905716,Carlos,a02i000000c3yy7AAA,Lane,608,SHREWSBURY - 567265795 - 42220
4/4/2015,AM,23066899,10:17,4400 Shrewsbury Avenue,12/5/2015,PM,SHREWSBURY,1:17,a03i000000OQsseAAD,7/1/1972,3982 Eliot Alley,BEL-NOR,MO,a04i000000h8NDhAAM,L297590008,Kathryn,a02i000000c3yy8AAA,Fisher,617,SHREWSBURY - 23066899 - 42098
3/6/2015,PM,786811307,10:20,4400 Shrewsbury Avenue,11/19/2015,PM,SHREWSBURY,1:20,a03i000000OQsseAAD,10/14/1994,270 Vernon Alley,CHARLACK,MO,a04i000000h8NDkAAM,W612116249,Joan,a02i000000c3yy9AAA,Fowler,620,SHREWSBURY - 786811307 - 42069
8/8/2015,PM,331257256,10:30,415 Elm Grove Lane,12/24/2015,PM,HAZELWOOD,1:30,a03i000000OQssEAAT,4/17/1983,1 Crest Line Terrace,GLENDALE,MO,a04i000000h8NDmAAM,T362307296,Clarence,a02i000000c3yyAAAQ,Burton,630,HAZELWOOD - 331257256 - 42224
3/11/2015,PM,865997696,11:08,415 Elm Grove Lane,11/1/2015,PM,HAZELWOOD,2:08,a03i000000OQssEAAT,3/21/1953,89744 Roth Place,CHESTERFIELD,MO,a04i000000h8NEWAA2,K414563787,Judith,a02i000000c3yyBAAQ,Bowman,668,HAZELWOOD - 865997696 - 42074
3/30/2015,AM,456984269,12:24,4400 Shrewsbury Avenue,12/16/2015,PM,SHREWSBURY,3:23,a03i000000OQsseAAD,2/7/1963,09693 Dakota Center,,MO,a04i000000h8NFjAAM,Q946104398,Barbara,a02i000000c3yyCAAQ,Banks,743,SHREWSBURY - 456984269 - 42093
9/3/2015,AM,855024403,1:46,415 Elm Grove Lane,11/14/2015,PM,HAZELWOOD,12:15,a03i000000OQssEAAT,9/9/1953,9469 John Wall Trail,SYCAMORE HILLS,MO,a04i000000h8NH3AAM,O226889304,Craig,a02i000000c3yyDAAQ,Hansen,825,HAZELWOOD - 855024403 - 42250
6/26/2015,PM,655502298,12:34,2348 South Brentwood Boulevard,9/21/2015,PM,BRENTWOOD,12:34,a03i000000OQsrpAAD,9/7/1962,5 Montana Place,JENNINGS,,a04i000000h8N4IAAU,O089233532,Phillip,a02i000000c3z35AAA,Harper,34,BRENTWOOD - 655502298 - 42181
6/24/2015,PM,547700769,5:06,2348 South Brentwood Boulevard,9/14/2015,PM,BRENTWOOD,12:36,a03i000000OQsrpAAD,4/1/1990,28414 Sherman Circle,CLAYTON,MO,a04i000000h8N8gAAE,Q699229118,Rebecca,a02i000000c3z36AAA,Montgomery,306,BRENTWOOD - 547700769 - 42179
1/2/2015,AM,147504292,5:39,2348 South Brentwood Boulevard,11/8/2015,PM,BRENTWOOD,1:09,a03i000000OQsrpAAD,10/28/1958,3784 Vera Court,BLACK JACK,MO,a04i000000h8N9DAAU,D542241139,Bobby,a02i000000c3z37AAA,Greene,339,BRENTWOOD - 147504292 - 42006
6/21/2015,AM,184778809,7:45,2348 South Brentwood Boulevard,11/20/2015,PM,BRENTWOOD,3:15,a03i000000OQsrpAAD,7/16/1986,6 Homewood Parkway,,MO,a04i000000h8NBFAA2,D950407309,Nicholas,a02i000000c3z38AAA,Miller,465,BRENTWOOD - 184778809 - 42176
2/4/2015,PM,231941774,8:28,2348 South Brentwood Boulevard,11/27/2015,PM,BRENTWOOD,3:58,a03i000000OQsrpAAD,4/27/1965,7 Kensington Parkway,NORMANDY,MO,a04i000000h8NBwAAM,O565822006,Heather,a02i000000c3z39AAA,Lopez,508,BRENTWOOD - 231941774 - 42039
4/12/2015,PM,831476991,8:40,2348 South Brentwood Boulevard,10/21/2015,PM,BRENTWOOD,4:10,a03i000000OQsrpAAD,4/11/1965,5 Crowley Crossing,GREENDALE,MO,a04i000000h8NC8AAM,T592907154,Kathryn,a02i000000c3z3AAAQ,Shaw,520,BRENTWOOD - 831476991 - 42106
7/5/2015,AM,192050701,8:47,2348 South Brentwood Boulevard,12/13/2015,PM,BRENTWOOD,4:17,a03i000000OQsrpAAD,5/21/1951,9 Springs Junction,PINE LAWN,MO,a04i000000h8NCFAA2,Q837998765,Katherine,a02i000000c3z3BAAQ,Andrews,527,BRENTWOOD - 192050701 - 42190
3/24/2015,PM,958423713,10:00,2348 South Brentwood Boulevard,10/6/2015,PM,BRENTWOOD,1:01,a03i000000OQsrpAAD,8/29/1989,42849 Southridge Circle,OLIVETTE,MO,a04i000000h8NDQAA2,S216136608,Juan,a02i000000c3z3CAAQ,Harrison,600,BRENTWOOD - 958423713 - 42087
3/9/2015,PM,996272324,12:19,2348 South Brentwood Boulevard,12/30/2015,PM,BRENTWOOD,3:18,a03i000000OQsrpAAD,9/18/1959,7 Sage Alley,MARLBOROUGH,MO,a04i000000h8NFaAAM,H093161268,Wayne,a02i000000c3z3DAAQ,Lane,738,BRENTWOOD - 996272324 - 42072
7/25/2015,PM,750888910,12:39,2348 South Brentwood Boulevard,10/25/2015,PM,BRENTWOOD,3:38,a03i000000OQsrpAAD,3/21/1976,39 Warner Pass,WOODSON TERRACE,,a04i000000h8NFyAAM,V506119693,Michael,a02i000000c3z3EAAQ,Cook,758,BRENTWOOD - 750888910 - 42210
,PM,830277841,1:01,2348 South Brentwood Boulevard,11/26/2015,PM,BRENTWOOD,4:00,a03i000000OQsrpAAD,4/8/1966,70549 Tony Center,MAPLEWOOD,MO,a04i000000h8NGKAA2,R281593697,Virginia,a02i000000c3z3FAAQ,Bryant,780,BRENTWOOD - 830277841 -
2/26/2015,AM,477579828,1:28,2348 South Brentwood Boulevard,10/8/2015,PM,BRENTWOOD,4:27,a03i000000OQsrpAAD,6/4/1961,7585 Main Drive,BRECKENRIDGE HILLS,MO,a04i000000h8NGlAAM,E130195061,Diane,a02i000000c3z3GAAQ,Webb,807,BRENTWOOD - 477579828 - 42061
3/22/2015,AM,57345013,2:22,2348 South Brentwood Boulevard,12/10/2015,PM,BRENTWOOD,12:51,a03i000000OQsrpAAD,7/23/1983,139 Logan Way,VINITA PARK,MO,a04i000000h8NHdAAM,A852947679,Betty,a02i000000c3z3HAAQ,Peterson,861,BRENTWOOD - 57345013 - 42085
6/19/2015,PM,290196577,4:06,9623 St. Charles Rock Road,11/21/2015,PM,BRECKENRIDGE HILLS,4:06,a03i000000OQsroAAD,12/22/1988,9 Nelson Circle,BELLEFONTAINE NEIGHBORS,MO,a04i000000h8N7iAAE,,Mark,a02i000000c3z3IAAQ,Rogers,246,BRECKENRIDGE HILLS - 290196577 - 42174
8/13/2015,PM,217354146,4:18,9623 St. Charles Rock Road,11/15/2015,PM,BRECKENRIDGE HILLS,4:18,a03i000000OQsroAAD,9/4/1988,36 Mitchell Point,CHARLACK,MO,a04i000000h8N7uAAE,D176414216,Tina,a02i000000c3z3JAAQ,Black,258,BRECKENRIDGE HILLS - 217354146 - 42229
6/20/2015,AM,745569437,5:43,9623 St. Charles Rock Road,11/28/2015,PM,BRECKENRIDGE HILLS,1:13,a03i000000OQsroAAD,,4 Vermont Lane,WILBUR PARK,MO,a04i000000h8N9GAAU,J416429761,Steven,a02i000000c3z3KAAQ,Williams,343,BRECKENRIDGE HILLS - 745569437 - 42175
7/29/2015,PM,446003205,5:58,9623 St. Charles Rock Road,9/13/2015,PM,BRECKENRIDGE HILLS,1:28,a03i000000OQsroAAD,5/22/1995,,MACKENZIE,MO,a04i000000h8N9WAAU,,Steve,a02i000000c3z3LAAQ,Shaw,358,BRECKENRIDGE HILLS - 446003205 - 42214
1/15/2015,PM,559550562,6:32,9623 St. Charles Rock Road,10/4/2015,PM,BRECKENRIDGE HILLS,2:02,a03i000000OQsroAAD,1/20/1964,645 Morrow Pass,LADUE,MO,a04i000000h8NA4AAM,G903036285,Susan,a02i000000c3z3MAAQ,Rice,392,BRECKENRIDGE HILLS - 559550562 - 42019
3/13/2015,PM,213808125,8:00,9623 St. Charles Rock Road,12/23/2015,PM,BRECKENRIDGE HILLS,3:30,a03i000000OQsroAAD,6/18/1986,,MANCHESTER,MO,a04i000000h8NBUAA2,V685015237,Justin,a02i000000c3z3NAAQ,Walker,480,BRECKENRIDGE HILLS - 213808125 - 42076
8/8/2015,AM,980319739,1:38,9623 St. Charles Rock Road,9/29/2015,PM,BRECKENRIDGE HILLS,12:07,a03i000000OQsroAAD,11/29/1975,7 Northwestern Parkway,SUNSET HILLS,MO,a04i000000h8NGvAAM,L778346545,Kenneth,a02i000000c3z3OAAQ,Johnson,817,BRECKENRIDGE HILLS - 980319739 - 42224
8/18/2015,AM,361800320,10:41,4 Lockwood Aveue,,PM,WEBSTER GROVES,1:41,a03i000000OQsssAAD,11/27/1986,6 Ludington Avenue,CALVERTON PARK,MO,a04i000000h8NE5AAM,O282547089,Joan,a02i000000c3yt4AAA,Burns,641,WEBSTER GROVES - 361800320 - 42234
6/5/2015,AM,487750048,11:13,4 Lockwood Aveue,12/28/2015,PM,WEBSTER GROVES,2:13,a03i000000OQsssAAD,3/9/1991,704 Cascade Park,WILBUR PARK,MO,a04i000000h8NEbAAM,,Thomas,a02i000000c3yt5AAA,Cooper,673,WEBSTER GROVES - 487750048 - 42160
7/26/2015,AM,741757521,11:45,4600 Oakridge Boulevard,11/23/2015,PM,NORTHWOODS,2:45,a03i000000OQssSAAT,8/23/1974,8 Anniversary Crossing,WINCHESTER,MO,a04i000000h8NF7AAM,Q490507600,Walter,a02i000000c3yt6AAA,Wood,705,NORTHWOODS - 741757521 - 42211
9/7/2015,PM,544906410,12:31,4600 Oakridge Boulevard,10/17/2015,PM,NORTHWOODS,3:30,a03i000000OQssSAAT,7/18/1973,1 Crowley Point,WOODSON TERRACE,MO,a04i000000h8NFqAAM,W542353507,Christina,a02i000000c3yt7AAA,Gilbert,750,NORTHWOODS - 544906410 - 42254
8/12/2015,AM,966873547,2:12,4 Lockwood Aveue,9/14/2015,PM,WEBSTER GROVES,12:41,a03i000000OQsssAAD,6/9/1956,9346 Eliot Circle,FERGUSON,MO,a04i000000h8NHTAA2,E099951391,Arthur,a02i000000c3yt8AAA,Ramirez,851,WEBSTER GROVES - 966873547 - 42228
5/4/2015,AM,580837567,12:09,10015 Manchester Road,11/29/2015,PM,WARSON WOODS,12:09,a03i000000OQssrAAD,7/10/1963,8 Utah Way,CRYSTAL LAKE PARK,,a04i000000h8N3tAAE,Y799252548,Judy,a02i000000c3yt9AAA,Gardner,9,WARSON WOODS - 580837567 - 42128
6/8/2015,PM,88252505,12:40,10015 Manchester Road,12/25/2015,PM,WARSON WOODS,12:40,a03i000000OQssrAAD,7/16/1952,645 Sutherland Point,CRESTWOOD,MO,a04i000000h8N4KAAU,E938173438,Howard,a02i000000c3ytAAAQ,Butler,40,WARSON WOODS - 88252505 - 42163
2/16/2015,PM,225257542,1:34,7700 Natural Bridge Road,11/6/2015,PM,NORMANDY,1:34,a03i000000OQssRAAT,9/15/1985,4294 Valley Edge Street,GREEN PARK,MO,a04i000000h8N5EAAU,,Sean,a02i000000c3ytBAAQ,Matthews,94,NORMANDY - 225257542 - 42051
7/20/2015,AM,853884679,1:57,7700 Natural Bridge Road,10/2/2015,PM,NORMANDY,1:57,a03i000000OQssRAAT,7/3/1968,5 Grasskamp Parkway,SYCAMORE HILLS,MO,a04i000000h8N5YAAU,O273031566,Richard,a02i000000c3ytCAAQ,Murray,117,NORMANDY - 853884679 - 42205
8/7/2015,AM,510233119,2:29,10015 Manchester Road,11/7/2015,PM,WARSON WOODS,2:29,a03i000000OQssrAAD,7/8/1989,49 Macpherson Circle,ELLISVILLE,MO,a04i000000h8N69AAE,C452282647,Alice,a02i000000c3ytDAAQ,Fuller,149,WARSON WOODS - 510233119 - 42223
7/22/2015,PM,644058523,3:36,10015 Manchester Road,10/4/2015,PM,WARSON WOODS,3:36,a03i000000OQssrAAD,5/6/1971,878 Independence Crossing,MANCHESTER,MO,a04i000000h8N7EAAU,J341369788,Walter,a02i000000c3ytEAAQ,Bradley,216,WARSON WOODS - 644058523 - 42207
3/30/2015,AM,483096834,4:09,10015 Manchester Road,9/17/2015,PM,WARSON WOODS,4:09,a03i000000OQssrAAD,4/8/1995,3536 Melby Park,BRECKENRIDGE HILLS,MO,a04i000000h8N7lAAE,N862893164,Jesse,a02i000000c3ytFAAQ,Carpenter,249,WARSON WOODS - 483096834 - 42093
8/5/2015,PM,733597002,5:52,7700 Natural Bridge Road,11/26/2015,PM,NORMANDY,1:22,a03i000000OQssRAAT,3/31/1983,68 Ronald Regan Way,HILLSDALE,MO,a04i000000h8N9QAAU,Y122690349,Shawn,a02i000000c3ytGAAQ,Moreno,352,NORMANDY - 733597002 - 42221
3/11/2015,PM,264180777,6:00,10015 Manchester Road,11/25/2015,PM,WARSON WOODS,1:30,a03i000000OQssrAAD,6/10/1973,84496 Logan Lane,UNIVERSITY CITY,MO,a04i000000h8N9YAAU,Q363364176,Alice,a02i000000c3ytHAAQ,Elliott,360,WARSON WOODS - 264180777 - 42074
8/8/2015,AM,187723993,8:39,10015 Manchester Road,11/24/2015,PM,WARSON WOODS,4:09,a03i000000OQssrAAD,1/11/1959,71 Dorton Way,BELLA VILLA,MO,a04i000000h8NC7AAM,,Sara,a02i000000c3ytIAAQ,Stephens,519,WARSON WOODS - 187723993 - 42224
7/14/2015,AM,473234860,8:57,10015 Manchester Road,11/29/2015,PM,WARSON WOODS,4:27,a03i000000OQssrAAD,3/12/1984,95443 Glacier Hill Center,HANLEY HILLS,MO,a04i000000h8NCPAA2,I336804097,Christina,a02i000000c3ytJAAQ,Carr,537,WARSON WOODS - 473234860 - 42199
3/2/2015,PM,128049775,9:38,7700 Natural Bridge Road,10/14/2015,PM,NORMANDY,12:38,a03i000000OQssRAAT,,,WILDWOOD,MO,a04i000000h8ND4AAM,B567263612,Rebecca,a02i000000c3ytKAAQ,Jacobs,578,NORMANDY - 128049775 - 42065
8/15/2015,PM,111177478,9:46,7700 Natural Bridge Road,9/27/2015,PM,NORMANDY,12:46,a03i000000OQssRAAT,6/28/1984,37 Rutledge Parkway,WESTWOOD,MO,a04i000000h8ND9AAM,,Joshua,a02i000000c3ytLAAQ,Powell,586,NORMANDY - 111177478 - 42231
1/29/2015,PM,77315065,10:28,7700 Natural Bridge Road,10/4/2015,PM,NORMANDY,1:28,a03i000000OQssRAAT,4/17/1983,1 Crest Line Terrace,GLENDALE,MO,a04i000000h8NDmAAM,T362307296,Clarence,a02i000000c3ytMAAQ,Burton,628,NORMANDY - 77315065 - 42033
4/30/2015,AM,434816740,1:02,10015 Manchester Road,11/18/2015,PM,WARSON WOODS,4:01,a03i000000OQssrAAD,6/4/1979,96959 Macpherson Alley,FRONTENAC,MO,a04i000000h8NGLAA2,S735100845,Catherine,a02i000000c3ytNAAQ,Daniels,781,WARSON WOODS - 434816740 - 42124
7/20/2015,AM,394187654,2:32,4400 Shrewsbury Avenue,12/26/2015,PM,SHREWSBURY,1:01,a03i000000OQsseAAD,11/20/1992,3286 Utah Trail,BLACK JACK,MO,a04i000000h8NHnAAM,J020670422,Kevin,a02i000000c3yyEAAQ,Ruiz,871,SHREWSBURY - 394187654 - 42205
7/11/2015,AM,893283061,3:30,415 Elm Grove Lane,11/26/2015,PM,HAZELWOOD,1:59,a03i000000OQssEAAT,7/10/1960,859 Ryan Crossing,BEVERLY HILLS,MO,a04i000000h8NIfAAM,D273521485,Evelyn,a02i000000c3yyFAAQ,Lewis,929,HAZELWOOD - 893283061 - 42196
9/6/2015,AM,238876033,3:36,415 Elm Grove Lane,10/23/2015,PM,HAZELWOOD,2:05,a03i000000OQssEAAT,6/6/1953,8301 Garrison Avenue,HILLSDALE,MO,a04i000000h8NIpAAM,,Mark,a02i000000c3yyGAAQ,Simpson,935,HAZELWOOD - 238876033 - 42253
5/25/2015,AM,379040293,3:50,4400 Shrewsbury Avenue,11/15/2015,PM,SHREWSBURY,2:19,a03i000000OQsseAAD,5/6/1973,4 Kedzie Way,WELLSTON,MO,a04i000000h8NJ3AAM,,Wanda,a02i000000c3yyHAAQ,Howard,949,SHREWSBURY - 379040293 - 42149
6/8/2015,AM,540809955,3:56,415 Elm Grove Lane,11/30/2015,PM,HAZELWOOD,2:25,a03i000000OQssEAAT,1/1/1985,7 Pankratz Junction,GRANTWOOD VILLAGE,MO,a04i000000h8NJ9AAM,T856715918,Jonathan,a02i000000c3yyIAAQ,Mccoy,955,HAZELWOOD - 540809955 - 42163
3/2/2015,PM,550159937,12:12,320 West Thornton Avenue,11/5/2015,PM,ROCK HILL,12:12,a03i000000OQssdAAD,8/27/1960,0876 Barnett Circle,BLACK JACK,MO,a04i000000h8N3wAAE,I927843860,Nancy,a02i000000c3yyJAAQ,Kelley,12,ROCK HILL - 550159937 - 42065
5/27/2015,AM,876198308,12:15,7713 Utica Drive,12/28/2015,PM,HANLEY HILLS,12:15,a03i000000OQssDAAT,12/28/1952,6083 Tennessee Park,CLAYTON,MO,a04i000000h8N3zAAE,P170421367,Phyllis,a02i000000c3yyKAAQ,Nelson,15,HANLEY HILLS - 876198308 - 42151
3/12/2015,AM,66706304,12:17,320 West Thornton Avenue,12/3/2015,PM,ROCK HILL,12:17,a03i000000OQssdAAD,10/20/1984,3949 Hooker Drive,BALLWIN,MO,a04i000000h8N41AAE,S607522726,Annie,a02i000000c3yyLAAQ,Nichols,17,ROCK HILL - 66706304 - 42075
5/17/2015,PM,224822416,12:52,320 West Thornton Avenue,9/17/2015,PM,ROCK HILL,12:52,a03i000000OQssdAAD,4/6/1994,,KINLOCH,MO,a04i000000h8N4aAAE,B891387545,Arthur,a02i000000c3yyMAAQ,Cox,52,ROCK HILL - 224822416 - 42141
6/1/2015,PM,183798777,2:24,320 West Thornton Avenue,,PM,ROCK HILL,2:24,a03i000000OQssdAAD,7/30/1980,031 Milwaukee Center,CRESTWOOD,MO,a04i000000h8N64AAE,,Christina,a02i000000c3yyNAAQ,Ferguson,144,ROCK HILL - 183798777 - 42156
